id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_debit,keterangan
272,5414937257888745,Clarinda Swinglehurst,12/1/2024,566049.83,Timeless belted trench coat for a polished look during fall.
273,3557471748716598,Chev Gourlie,2/21/2025,403588.82,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear."
274,3559247191595202,Hercules Dominique,1/4/2025,541923.42,Compact and portable backpack for day trips and travel.
275,374283785712548,Tasia Reubens,10/9/2024,771620.13,A stunning lace dress perfect for special occasions.
276,201990854056719,Gasparo Tume,7/10/2024,647451.62,Automatic watering devices for potted plants.
277,374283320436256,Emlyn Smitten,12/25/2024,989289.24,Compact ice maker for creating ice at home or in offices.
278,3528554373153215,Morena Fernier,7/8/2024,368362.62,Durable training soccer ball for practice.
279,201888652993739,Timofei William,2/27/2025,35473.5,Fresh baked chocolate chip muffins for breakfast.
280,5602245323852931,Jehu Reisenstein,11/21/2024,12651.77,Compact and stylish indoor/outdoor fire pit for ambiance.
281,4405645759886471,Davina Brandenberg,6/4/2024,254079.61,Ergonomic desk that adjusts height for standing or sitting.
282,3583543479777714,Joline Habishaw,1/10/2025,411474.78,Space-saving rack to store and organize spices conveniently.
283,347049516113429,Clemence Du Barry,8/5/2024,913891.97,"A tangy marinade for meats and veggies, packed with garlic flavor."
284,5602235037300863,Kristoffer Tarbet,5/15/2024,683327.51,Compact projector for movies and presentations on the go.
285,3566336912671375,Richardo Gorghetto,2/5/2025,486898.57,Easily opens jar lids and bottle caps with one touch.
286,5100172095249525,Idalina Luddy,4/19/2025,251924.67,Wi-Fi enabled thermostat that learns your habits.
287,5108750234860062,Lotty Brittian,4/12/2025,98756.46,Compact wireless set for easy computer usability.
288,3557110710517747,Christopher Sellstrom,6/24/2024,49543.53,Lantern that repels mosquitoes while providing light.
289,56022553188153880,Tobiah Hush,5/9/2025,389268.87,"Sweet and chewy taffy flavored like caramel apples, great for fall."
290,3589650827250528,Elora Havile,10/3/2024,14897.73,Tender grilled chicken marinated in lemon herbs.
291,3558426576808783,Joletta Caulkett,11/5/2024,529478.49,Set of three aromatic candles with various scents.
292,3528442939400124,Nollie Lindfors,4/3/2025,619271.2,Artichoke hearts marinated in herbs and oil.
293,67716193404251859,Pete Bartley,5/11/2025,562802.94,Thick and durable mat for workouts and yoga.
294,5100139053857276,Aurie Mawby,7/24/2024,898223.53,Sweet and savory sauce for marinating and glazing meats or vegetables.
295,3532195344990121,Eldridge Henrichsen,3/21/2025,976725.92,Foldable kneeler that doubles as a seat for gardening convenience.
296,3585012409029800,Trumann Marnane,12/30/2024,502304.9,Complete kit to make your own flavored lip balms at home.
297,3528004621165082,Hyatt Wansbury,10/10/2024,833448.11,"Compact, waterproof blanket for picnics and events."
298,3577179733280860,Lanny Grundon,8/23/2024,566653.16,Assorted collection of herbal teas for relaxation and wellness.
299,337941184853983,Garwin O'Heyne,9/10/2024,906588.49,"A stylish midi dress with stylish pleats, suitable for any occasion."
300,5386366494482662,Stella Eickhoff,12/11/2024,242787.64,Convenient and low-carb alternative to traditional rice.
301,3530021456425569,Malorie Stonman,12/7/2024,633668.18,Nutritious chia seeds great for smoothies
302,30544659979687,Stesha Joddins,2/25/2025,510286.45,"Rich tomato soup flavored with fresh basil, ready to heat up."
303,3545671271183885,Dasha Yellop,12/10/2024,956517.71,"Nutritious blend of wild rice and quinoa, perfect as a side dish."
304,5499234262552252,Lou Kersting,8/16/2024,313589.49,Smooth and creamy smoothie made with peanut butter and banana.
305,3545158472680695,Wakefield Durie,6/8/2024,891292.18,Portable induction cooktop for quick heating.
306,5100146682438329,Agnola Gecks,2/11/2025,58763.17,"Assorted sliced cheese, perfect for sandwiches."
307,201622378697773,Ladonna Sieur,12/21/2024,796828.82,Canned beans cooked in a savory chili sauce
308,3576896710122192,Christoforo Portam,6/3/2024,47434.8,Compact electric pot for hot pot dining at home.
309,5602255186636313,Hanni Kidstone,6/12/2024,990609.95,"Concentrated tomato paste, great for sauces."
310,560224846047378848,Carry Gurney,8/2/2024,958745.12,Convenient and low-carb alternative to traditional rice.
311,6771842064734501,Silvio Skoggins,8/5/2024,214309.2,A tailored slim fit shirt for a polished look at work.
312,3546322773680734,Ingra Mowsdale,11/3/2024,268639.34,Quick oatmeal with various flavors
313,3573487661911016,Haily Getley,12/18/2024,235859.54,Stylish desk lamp featuring a USB charging port.
314,3555497436805759,Cheston Muscat,5/13/2024,56355.75,Assorted fruit-flavored gummy snacks that kids love.
315,5602229196671701,Evvy Suston,8/2/2024,568320.73,Space-saving bike for indoor workouts.
316,5602220243585333,Jeremy Goode,6/23/2024,515041.61,Elegant tea set that includes an infuser for brewing.
317,30512698414867,Jeremy Morot,9/25/2024,953655.47,"Pure and natural honey, great for sweetening."
318,3536046757051008,Laural Beseke,5/17/2024,110850.78,Convenient holder for drinks and phones while driving.
319,3534729365365058,Moises Zute,3/25/2025,80894.71,Eco-friendly bamboo cutting board for food prep.
320,67592713611619892,Lisle Bootton,4/5/2025,450072.66,Timeless belted trench coat for a polished look during fall.
321,3543417035028160,Phil Troy,7/4/2024,418309.17,Peel and stick wallpaper for easy home decor changes.
322,3553259718443614,Brandon Shrubshall,1/27/2025,21201.85,"Fresh, creamy avocados ideal for salads and guacamole."
323,3544999241013028,Alvan Dionisii,4/24/2025,519343.89,Sanitary holder that ensures your toothbrush stays clean.
324,36752408090797,Erich Edgerton,10/1/2024,196944.19,DIY projector that magnifies your smartphone screen for movie nights.
325,374622650762783,Laureen Reddin,3/16/2025,655218.14,Comfortable and breathable backpack for carrying small pets.
326,30005535160546,Pat Akers,1/8/2025,219062.96,Hard-shell case for protecting sunglasses.
327,3580396155946209,Udale Sturdey,1/19/2025,230911.64,"Flavored couscous with herbs and spices, perfect as a side dish or a base for salads."
328,5451611510746099,Aloisia Glassford,3/1/2025,9173.11,"Lean and versatile ground turkey, perfect for various dishes."
329,201904588983072,Alecia Stanman,2/5/2025,828316.72,"Soft pita bread, perfect for sandwiches or dips."
330,3566904958278924,Penelopa Brunnstein,9/2/2024,610882.09,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce."
331,3538102386067879,Yasmin Championnet,4/6/2025,346856.99,"Shredded potatoes, perfect for breakfasts."
332,4508532032340789,Carita Blinco,6/25/2024,6844.25,A comfortable sweatshirt featuring a bold graphic print.
333,3566715391020248,Matilde Cromly,6/7/2024,413853.54,"Sweet relish made from cucumbers, perfect for sandwiches."
334,4903436627111319823,Ham Dellenbrook,6/22/2024,549472.4,Automatic water fountain for pets with filtration.
335,5100136800628042,Fulvia Platt,3/22/2025,581891.52,Oats and honey bars with a chewy texture and nutty flavor.
336,3569838407428903,Arnaldo O'Dulchonta,2/6/2025,183747.43,"Gluten-free tortillas made from almond flour, perfect for various wraps and meals."
337,3543115803355712,Martina Cloney,12/17/2024,759796.73,Eco-friendly coffee filter for brewing.
338,3585810275043288,Micky Giraldez,10/2/2024,254352.59,Timeless black trousers for a smart and sophisticated look.
339,67633176392012516,Jerrie Jorgensen,12/17/2024,845712.5,"Creamy mayonnaise, perfect for salads and sandwiches."
340,374288964603871,Marianne Willerstone,6/9/2024,489101.27,"Rich chocolate cups filled with almond butter, a delicious treat."
341,67069303722410540,Fallon Dobrowolny,10/2/2024,769863.88,Breathable linen trousers perfect for hot weather.
342,3532181117158401,Conny Baccas,6/8/2024,876368.11,"Nutritious blend of wild rice and quinoa, perfect as a side dish."
343,3531893995473329,Collette Rushton,5/21/2024,27092.27,Easy-to-use tiebacks for curtains or drapes.
344,5602240090384309,Maressa Studdert,9/7/2024,304472.03,Organize your board games with this storage bin.
345,676713722450119973,Corissa Heliet,6/3/2024,645467.22,Whole wheat wraps filled with spinach and feta cheese.
346,3580172823336903,Bonni Clubley,2/23/2025,694799.71,"Creamy dip made with caramelized onions, perfect for chips or veggies."
347,3574008825048229,Taber Frohock,4/23/2025,528153.44,Sweet and crunchy roasted almonds.
348,6387958121391691,Kimbra Barrasse,10/5/2024,538328.05,Rich and flavorful tomato sauce for pasta or pizza.
349,345668564190948,Phoebe Cud,3/13/2025,923821.76,Handy belt for carrying garden tools while working.
350,201863895795951,Ibbie Hamfleet,10/12/2024,226509.63,Nostalgic clock that adds charm to any room.
351,5020316367389462,Dominica Topliss,2/20/2025,499946.09,Cold pasta salad tossed with pesto and fresh vegetables.
352,3569125009345515,Cole Please,4/17/2025,548105.7,Multi-function rice cooker for all types of rice recipes.
353,560222203886420491,Pasquale Castello,12/16/2024,844777.16,Custom keychain with engraved text.
354,3573094223677471,Worthy Heliar,5/21/2024,501354.43,"Fresh salsa made with tomatoes, onions, and cilantro."
355,3555680892896517,Win Marqyes,7/18/2024,691300.5,Mix to create a delicious chia seed pudding in just a few minutes.
356,5602219008073670018,Ramsey Godber,3/19/2025,485890.83,A gluten-free pizza crust made from cauliflower.
357,5602235866594265166,Morganne Clemmow,1/3/2025,315546.28,Elevate your outfit with this sophisticated velvet blazer.
358,4026115980831687,Thornie Denidge,8/1/2024,535873.73,Stylish stand to hold your recipes while cooking.
359,3582925598442331,Shane Winser,10/16/2024,308205.14,"Rich and smooth cold brew coffee concentrate, just add water or milk."
360,5108754406935637,Billi Brugemann,5/31/2024,248307.25,Complete kit for emergency situations including food and water.
361,201631341257904,Natty Sivess,8/12/2024,705405.4,Delicious pie filled with coconut cream and topped with whipped cream.
362,3549251856400198,Hamel Lehrahan,4/6/2025,734791.77,A crunchy blend of nuts and pretzels with a spicy kick.
363,5610743644007439605,Tedie Matteucci,12/17/2024,241491.92,Fun inflatable float for lounging in the pool or beach.
364,201765386243526,Elayne Pollicote,10/18/2024,640349.02,Adjustable footrest for improved comfort while sitting.
365,3575843631464346,Tatum McClancy,10/1/2024,261517.0,"Continuous stream of fresh water for pets, promoting hydration."
366,490500332384470329,Petronia Naisbet,5/12/2024,166223.88,Storage organizer for art supplies and tools.
367,3582935545184589,Eilis McCarle,1/3/2025,350635.46,"Refreshing apple juice, 100% juice with no added sugar."
368,3556454839508315,Lester Grix,8/5/2024,345143.1,"Frozen green peas, a great addition to meals."
369,3561231054776444,Silvio Lewendon,1/24/2025,75579.92,"Crunchy granola made with oats, almonds, and coconut flakes."
370,3581957739597146,Suzanne Axel,9/5/2024,146867.23,Spicy seasoning mix for all your favorite dishes.
371,3534975773245982,Piotr Pinnegar,9/28/2024,353210.35,"Light and fluffy cream cheese, perfect for bagels or cooking."
372,3545477749083263,Tabitha Tatlowe,4/25/2025,872563.35,Quick boiling kettle for small kitchens and dorms.
373,3581163501184284,Gizela Glandfield,12/28/2024,868915.38,"Sustainable tank top made of bamboo cotton, offering breathability and comfort."
374,5602222545902646,Fritz Gruby,12/31/2024,625905.7,Illuminated vanity mirror with adjustable brightness settings.
375,3561399202704558,Guglielma O Sullivan,2/18/2025,857006.4,Compact jump starter for emergency vehicle starts.
376,5100130614205030,Onfroi Dabnor,7/5/2024,80901.94,"Crunchy granola bars made with almond butter, oats, and honey, perfect for on-the-go snacking."
377,3589227813599133,Krysta Frankish,6/8/2024,511805.25,Lightweight hammock for easy setup anywhere.
378,3539793932010196,Fiorenze Matson,10/12/2024,284499.22,"Canned chickpeas, perfect for hummus or salads."
379,5100172607631921,Bart Gemelli,1/2/2025,72242.13,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches."
380,5602251765787726,Elsi Archley,1/23/2025,300215.71,"Colorful veggie chips made from beets, carrots, and sweet potatoes."
381,3583095705020344,Brita Scanlin,2/4/2025,71338.49,Magical lens kit for kids to explore the outdoors.
382,3544158405743231,Nana Cribbin,1/11/2025,879995.93,"Essential cotton tank top, perfect for layering."
383,3533836207228427,Sarine Libby,11/16/2024,816836.39,"Fluffy couscous that cooks in just minutes, perfect as a side."
384,3572868726630546,Ingrim Ducker,4/3/2025,918337.25,"Creamy ice cream made with real vanilla beans, perfect for desserts."
385,3552307291822257,Carree Ends,6/5/2024,412475.39,"Essential cotton tank top, perfect for layering."
386,3561895644608869,Pia Tilston,11/12/2024,650575.0,Interactive kitchen set for imaginative play.
387,5100134402287713,Aeriela Smith,4/30/2025,819371.43,Rich chocolate syrup for ice cream or beverages.
388,5020772898265036356,Raphael Viscovi,6/29/2024,21326.28,"Chickpeas served with olives, feta, and hummus, a healthy meal."
389,30290629651424,Rufe Tithacott,10/16/2024,379548.67,Portable bed for pets while traveling.
390,3535941026632680,Freddie MacKeller,7/23/2024,17898.04,"Sweet and tender peach slices preserved in syrup, great for desserts."
391,374622434052287,Laney Hanning,10/24/2024,142522.73,Add a smoky flavor to your dishes.
392,201879319273540,Gretel Trenouth,9/23/2024,501912.94,Safety collar with flashing lights for pets during night walks.
393,3553991585663086,Moreen Martusewicz,10/16/2024,276229.47,Ergonomic stand for laptops to improve posture while working.
394,6709145587126404,Debbie Abatelli,9/29/2024,303423.0,"A zesty salsa made with peaches and mangos, great for chips."
395,3566729472951510,Bernette Caughan,7/28/2024,931610.3,A delightful mix of dried fruits for trail mix or snacks.
396,3534767074626055,Con Cotty,9/20/2024,190369.47,Silicone tray for making ice cubes with a lid to prevent spills.
397,5365950383383167,Averil Jiri,8/11/2024,93618.2,"Hearty chili made with beans and vegetables, a savory meal option."
398,6392615440126652,Colet Ricker,6/28/2024,555658.81,"Crunchy granola made with oats, almonds, and coconut flakes."
399,5100144560692737,Rorke Reddlesden,4/5/2025,909071.28,Storage solutions for keeping your car tidy and organized.
400,374288492211197,Yehudit Redmore,12/30/2024,948847.0,Complete set designed for children to learn gardening.
401,3566253883389475,Yolanthe Hansom,8/30/2024,303992.07,Elegant tea set that includes an infuser for brewing.
402,5602249181823786,Silvie Arents,7/25/2024,549387.17,Durable 50-foot garden hose with nozzle.
403,677168493606124493,Sonny Paulisch,5/24/2024,865248.41,"Fresh artisan bread, perfect for sandwiches"
404,3542372784845259,Freddy Shortell,12/25/2024,659412.81,"Fluffy couscous that cooks in just minutes, perfect as a side."
405,3572163534613763,Patti Sapseed,9/25/2024,520717.57,"Rich and tangy balsamic vinegar, perfect for dressings."
406,3576209937166457,Godart Holborn,5/25/2024,857741.58,Savory roasted garlic in a jar for easy use.
407,201418256549933,Shani Binne,10/16/2024,855559.99,Nutritious organic quinoa for salads or sides
408,5893035086141981762,Benny Hamm,1/13/2025,532088.13,Eco-friendly power bank that charges via sunlight.
409,5191885022593349,Hildagarde Phelps,11/30/2024,796218.0,Powerful hand blender for soups and smoothies.
410,4917410608838855,Cal Fellibrand,8/19/2024,925683.27,1080p wireless security camera with night vision.
411,4911417618546861,Zaria Rivaland,5/10/2025,751080.77,Stylish fruit basket for kitchen or dining room.
412,3561682928433549,Aldin Westney,12/27/2024,929021.96,"Plain white rice, a staple for any meal."
413,4405628702834723,Gerhard Godsell,2/3/2025,645747.85,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.
414,5519751303149562,Ashly McClounan,3/6/2025,196563.53,Set of elegant wine glasses for special occasions.
415,3533042555982752,Bondie Rounce,8/22/2024,519554.37,"Juicy pork tenderloin, great for roasting."
416,6333719042816900560,Caz Luebbert,10/14/2024,179243.82,Roasted Brussels sprouts drizzled with balsamic glaze.
417,3528406764342602,Fitzgerald Braybrooks,5/15/2024,750981.27,"Soft and fluffy whole wheat pita bread, great for wraps."
418,5602245981495007,Claudell Gibbins,5/21/2024,645362.53,Compact air fryer for healthier cooking.
419,3535826668687029,Lorraine Jacobsz,12/16/2024,987544.43,Creative building set for kids to spark imagination.
420,3556768731148429,Cori Sapsed,1/20/2025,804188.24,"Soft and pillowy gnocchi made from cauliflower, perfect with sauce."
421,5610392411924519,Gilberte Nelthorp,7/27/2024,960090.47,Oats and honey bars with a chewy texture and nutty flavor.
422,5100174912586543,Keely Rayworth,6/12/2024,623355.89,"Thin and crispy flatbreads, perfect for dips."
423,5602246985566087627,Goldia Durrell,10/30/2024,606391.01,"Savory hash made with sweet potatoes and kale, a perfect side dish."
424,3540639223935806,Prudence Montrose,10/7/2024,632053.04,Natural elderberry syrup to boost immunity.
425,6389244639233925,Basia Roset,9/1/2024,201370.07,Tripod with wireless remote for effortless photo-taking.
426,201623727640621,Lauryn Tockell,5/15/2024,271146.47,A soothing herbal tea made from ginger root.
427,4905460987233842,Wynn Pehrsson,1/13/2025,249327.83,A warming blend of ginger and turmeric for lattes.
428,3574833509331470,Corny Dolligon,4/10/2025,752995.86,Inflatable air mattress for convenient sleeping.
429,5175444603289164,Jaimie Ast,9/2/2024,721819.63,Comprehensive tool set for gardening enthusiasts.
430,4026747386771206,Joice Farriar,12/14/2024,399841.38,Durable lunch box designed to keep food fresh and cool.
431,3584913568385563,Saundra Neicho,8/28/2024,307290.31,Complete fondue set for chocolate and cheese parties.
432,4175007382774491,Jilly Huniwall,3/19/2025,826262.61,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce."
433,3540483680174488,Shep Janiak,6/12/2024,962988.93,Comprehensive first aid kit for home and travel.
434,3549111785616985,Cyb Gillings,3/25/2025,835482.46,Spicy chili sauce with garlic and sugar for a flavor kick.
435,4041374659090023,Worth McCloughlin,8/21/2024,493891.34,A tangy sauce that combines lemon zest and basil for a refreshing flavor.
436,6334230106337980,Sayre Richemont,7/31/2024,190249.08,Notepad made from recycled paper for sustainable note-taking.
437,3570178456034717,Stace Kingswell,11/25/2024,877168.92,Eco-friendly mesh bags for shopping produce at the market.
438,4041379031448385,Eugene Greenshields,8/13/2024,938596.74,"Flavored couscous with herbs and spices, perfect as a side dish or a base for salads."
439,493634189177476563,Greta Ginglell,10/22/2024,866333.34,Sweet and tangy mango chutney for a flavorful dip.
440,3570253450731731,Vince Maunders,6/13/2024,471481.14,"Baked kale chips seasoned for a healthy, crunchy snack."
441,3548406724391091,Gail Yapp,6/17/2024,491709.93,"Sweet, chewy dried apricots, great for snacking or baking."
442,630455199369340561,Wang Prout,7/29/2024,283108.5,Classic chicken noodle soup with tender chicken and vegetables.
443,374288016515214,Tomkin Stockford,5/8/2025,640414.8,Organize coffee capsules with this stylish dispenser.
444,30531962395149,Selby Stallworth,12/25/2024,728493.59,Savory potato chips with a hint of maple sweetness and crispy bacon flavor.
445,3563421280910044,Karly Astill,6/27/2024,532595.9,Comfortable camping mattress that inflates automatically.
446,3583058078592919,Erica Hirsch,1/23/2025,187985.15,A timeless wardrobe staple crafted from soft cotton with a perfect fit.
447,4913979958069737,Raven Hillyatt,8/30/2024,225251.49,"Creamy ice cream with a warm cinnamon flavor, perfect for dessert."
448,374622496826925,Eadie Massenhove,8/11/2024,375533.58,"A zesty marinade made with lemon juice and garlic, ideal for chicken or fish."
449,6759059013415126,Luisa Ramble,10/1/2024,214394.46,"Rich chocolate cups filled with almond butter, a delicious treat."
450,3552214709558764,Ron Lever,9/29/2024,540638.25,"Delicious pretzel bites with a sweet honey mustard flavor, perfect for dipping."
451,5602211617463983,Hastings Surgener,8/20/2024,95136.39,"Shrimp marinated in a honey garlic sauce, ready to cook."
452,3556546520165618,Cynthie Coote,2/5/2025,973347.67,Comfortable slide sandals for lounging by the pool.
453,3567936259674269,Boothe Kopfen,6/12/2024,141207.32,A pre-packaged salad kit with noodles and Asian-style dressing.
454,5100132664721742,Catlee Faloon,7/13/2024,877510.6,"Tangy and sweet balsamic dressing, perfect for salads."
455,3535291466050906,Kristien Geratasch,8/16/2024,25096.34,Retro instant camera for capturing and printing photos instantly.
456,3578770532755240,Essa Fenna,3/9/2025,506903.44,Comprehensive first aid kit for home and travel.
457,5602249437787264905,Waldemar Kiggel,10/10/2024,114118.16,Savory sauce perfect for pasta or dipping.
458,5100148305195955,Inge Boddie,5/21/2024,725807.03,"A selection of different flavored hummus, great for snacking."
459,4175004515571811,Cosimo Bansal,10/14/2024,224730.86,Dairy-free cheese alternative for your favorite dishes.
460,372301550908190,Melissa Zylberdik,11/27/2024,768923.96,"A hearty soup filled with vegetables and herbs, perfect for a light meal."
461,3557810635652392,Aggi Conyer,1/30/2025,529120.86,"Fresh salad with pears, gorgonzola cheese, and nuts, perfect for lunch."
462,6771290935587080488,Vinnie Rodbourne,1/5/2025,867525.9,Adjustable phone mount for car dashboard.
463,3562639577876187,Dulsea Stoving,7/2/2024,833099.17,All-in-one kit for growing herbs in your kitchen.
464,3539193650124552,Gaston Bailles,6/8/2024,588434.25,"Large, durable tote bag for shopping and outdoor activities."
465,3532627836770991,Bill Laying,10/18/2024,857296.09,"A blend of nuts, seeds, and dried fruits for snacking."
466,3547555191214235,Auberon Gladwell,8/1/2024,537751.35,Intricate designs for adults to relax and unwind.
467,5446127706980937,Marinna Rabjohns,12/29/2024,590026.04,Stylish watering can for plants with easy pouring nozzle.
468,3555365747772796,Vinny Steers,11/24/2024,464001.43,Instant mix for creamy vanilla pudding.
469,3583963870556782,Hakim Crumley,8/18/2024,443563.56,Electric foot massager with heat settings.
470,4936523238193945214,Devonne Oakinfold,4/4/2025,151904.06,Professional sharpening system for kitchen knives.
471,5602233575780794,Maurizio Ninnoli,5/9/2025,846174.34,"Yogurt with the flavors of coconut cream pie, nice and indulgent."
472,3552979582399300,Korie Phillimore,11/24/2024,927471.98,High-intensity flashlight with adjustable focus and brightness.
473,3578849754832760,Noemi Clery,1/22/2025,77340.61,"Deliciously creamy almond milk, perfect for smoothies."
474,3571924271960845,Bobbye Laroze,1/17/2025,690685.75,Versatile folding table great for events or outdoor activities.
475,3567437619655395,Nicoli Nerheny,6/10/2024,398905.78,Everything you need to make melt-in-your-mouth cinnamon rolls at home.
476,3566660950573528,Deeanne Bartrap,5/5/2025,690325.75,Space-saving crates for easy organization at home or while traveling.
477,5602214228067359,Adrianna Mannock,12/10/2024,441700.63,High-quality matcha for making traditional tea or lattes.
478,6761673789237765,Tades Morris,11/28/2024,783037.26,Frozen mix for quick berry smoothies.
479,4026348968981063,Klaus Vamplers,11/28/2024,542260.37,Easy-to-install lights to brighten kitchen cabinets and workspaces.
480,4844327784422593,Francesco Dulake,5/11/2025,156119.78,Cook rice and steam vegetables simultaneously for healthy meals.
481,3528956096237722,Bobine Clardge,2/10/2025,910620.94,A fragrant blend of Italian herbs for pasta sauces and marinades.
482,3561710980110133,Freeland Mustarde,4/16/2025,260182.68,Cozy wool sweater to keep you warm on chilly days.
483,343972380162194,Ric Fowgies,9/29/2024,747085.74,"A zesty salsa made from ripe avocados, tomatoes, onions, and jalapeños, great for dipping or topping."
484,5100136355081530,Sharity Dullard,1/22/2025,302963.08,Official size basketball for indoor and outdoor play.
485,30189685733235,Silvia Gowland,4/7/2025,211648.51,"Juicy peach slices in syrup, perfect for desserts."
486,56022259613593266,Granny Adamek,3/23/2025,584948.98,Convenient carrier for transporting yoga mat.
487,560221622179004863,Ronda Ingrem,8/5/2024,256894.33,A nutritious shake with rich chocolate and refreshing mint flavors.
488,337941631874616,Bill Donn,2/5/2025,41101.17,Crunchy granola with chocolate and hazelnuts for breakfast.
489,502084624276022101,Web Mazzia,10/5/2024,338304.78,Gourmet potato skins loaded with cheddar cheese and bacon.
490,6304084112926393,Ondrea Handrock,8/18/2024,572754.59,"A healthy oil extracted from avocados, ideal for frying and salads."
491,3544779204631168,Dag Blackster,1/10/2025,304410.21,Creamy mashed sweet potatoes with a hint of cinnamon.
492,3553920894912827,Duff Abels,6/24/2024,677574.22,Spicy buffalo sauce ideal for wings or dipping.
493,560223191924494322,Mara Caltera,9/7/2024,812851.1,Retro-style graphic tee with a soft wash for a vintage feel.
494,3561304194098274,Mikael Peirson,1/26/2025,585398.71,"Steamed edamame tossed in a spicy garlic sauce, great for snacking."
495,3555820893243943,Aubine Trinbey,7/29/2024,869848.92,Seal food and maintain freshness longer.
496,3565022393905703,Sonny Berthomieu,11/28/2024,295845.98,Rechargeable training collar for effective behavior training.
497,201998784899579,Levi Tomek,9/1/2024,366092.58,Lightweight and portable swing hammock for relaxing outdoors.
498,374622242060720,Myrtie Burrells,7/18/2024,797093.86,Educational tablet designed for preschool-age children.
499,3579617954298556,Claire Leser,9/14/2024,365820.18,"Fluffy couscous that cooks in just minutes, perfect as a side."
500,67636214159116035,Manny Penk,12/21/2024,299822.69,"Crispy chips made from assorted garden vegetables, lightly salted."
501,3568941998360971,Dayna Haggart,5/23/2024,910526.12,Spicy chili sauce with garlic and sugar for a flavor kick.
502,3553235630648340,Loralie de Mendoza,4/30/2025,840489.34,Sturdy mobile workbench with storage options.
503,3555460236997846,Kareem Drew-Clifton,10/4/2024,184940.42,"Fresh pomegranate juice, rich in antioxidants."
504,5100132183264703,Henrieta Hinstock,8/15/2024,103911.88,Compact organizer for cosmetics during travel.
505,5020450240230568982,Kalil Lantiffe,10/28/2024,496258.09,Hanging bird feeder for backyard birds.
506,5010123061657695,Nedda Axby,7/7/2024,284217.02,Quick meal kit with pasta and fresh vegetables.
507,3536084036965540,Marcelle Michelin,6/5/2024,334811.15,Clear feeder that attaches to windows for bird watching.
508,5523533578210970,Clotilda Bunce,5/27/2024,403418.04,Collapsible travel bowl for pets on the go.
509,372301274181462,Halley Sibbit,3/11/2025,758596.59,"Nutty flavored chia seeds, packed with nutrients."
510,3581217841928857,Barbee Tortice,12/19/2024,340901.04,Lightweight hammock with a sturdy stand for relaxation anywhere.
511,3540697123547857,Alwyn Shirtliff,9/28/2024,570847.78,High-performance mechanical keyboard with customizable RGB.
512,4903785790511444,Kristy Light,8/3/2024,407777.27,A sweet and tangy vinaigrette dressing for salads.
513,3588125266630135,Claudio Chessil,6/4/2024,26494.97,Zesty seasoning great for tacos and grilling.
514,3587223906610624,Hobard Howselee,9/17/2024,887415.91,"Savory oatmeal ready to eat, great for breakfast or a snack."
515,374288137172481,Felix McNutt,9/2/2024,241867.3,High-intensity flashlight with adjustable focus and brightness.
516,374622260118459,Fionnula Zimmer,5/16/2024,10115.05,"Tangy dressing perfect for salads and marinades, with sesame and ginger flavors."
517,4017958059688293,Griffy Swatradge,11/2/2024,912649.58,Padded laptop sleeve for protection against scratches.
518,5602244974885951,Kerrin Safe,11/11/2024,620145.43,Perfectly balanced sweet and tangy BBQ sauce for dipping or grilling.
519,3583513188215785,Burtie Lambin,5/31/2024,868789.1,Tangy and crunchy dill pickles.
520,3567125715183129,Brion McKelvie,6/8/2024,685886.41,Multi-port USB-C hub for connecting devices.
521,3531331041413775,Garnette Jobey,10/13/2024,893207.17,Durable yoga strap for deeper stretches.
522,560225785993776184,Bernardine Posnett,12/12/2024,559836.28,Lightweight tennis racket for beginners and advanced players.
523,3531719790680315,Layne Bocking,11/26/2024,976348.78,"Nutty flavored chia seeds, packed with nutrients."
524,4041379921554,Pippo Allbon,5/6/2025,794259.29,"A mix of carrots, peas, and corn, easy to stir-fry."
525,5602237000361701454,Georgianna McCullock,12/17/2024,298046.77,Essential ingredient for baking and cooking.
526,30264975886835,Amery Izatt,2/9/2025,840880.42,Reusable microfiber cloths for environmentally friendly cleaning.
527,3566837769215976,Peta Darville,10/26/2024,266673.11,"Nutty flavored lentils, perfect for soups and salads."
528,3538188422052074,Clive Patzelt,11/8/2024,541555.95,Non-stick and heat-resistant utensils for cooking.
529,6378247083552768,Louise Pointon,6/4/2024,532026.84,Kitchen tool for tenderizing meat to enhance flavors.
530,5602211990435053,Karie Heggman,5/24/2024,525733.92,A calming blanket that provides gentle pressure for relaxation.
531,30284384268193,Star Castillo,11/16/2024,973404.4,Thick and durable mat for workouts and yoga.
532,6304568083196865349,Yevette Doust,4/3/2025,607338.68,Jump rope that counts your jumps for tracking workouts.
533,3584700141043102,Van Boorne,6/24/2024,475046.21,Wearable device to track fitness activities and heart rate.
534,5100148498840086,Annissa Daugherty,7/6/2024,603861.59,"Pure and natural honey, great for sweetening."
535,345887167900996,Lawton McArd,12/18/2024,841650.34,A soothing herbal tea made from ginger root.
536,0604577781807172025,Jeth Fehner,1/11/2025,981875.78,High-performance mechanical keyboard with customizable RGB.
