id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_debit,keterangan
266,5567633475993467,Donielle Dodsworth,10/16/2024,407926.86,Automated stirring for your drinks with just a press of a button.
267,6333481852643037,Mikkel Prestney,6/24/2024,820820.13,Canned beans cooked in a savory chili sauce
268,3570340263389482,Faun Toderi,4/28/2025,193384.35,"Classic A-line skirt that flatters every figure, perfect for work or play."
269,3577735239610676,Roderigo Sheard,4/2/2025,761319.26,Comfortable harness designed to keep pets safe in the car.
270,3585611278593133,Jodie Sterzaker,2/28/2025,199227.95,Non-stick and heat-resistant utensils for cooking.
271,3573509182703125,Brett Malkinson,6/18/2024,896530.39,"A variety pack of classic, roasted red pepper, and garlic hummus."
272,6767029499600905,Sig Coales,1/29/2025,455889.06,"Rich cream extracted from coconut milk, ideal for desserts."
273,376202411242009,Norton Privett,8/22/2024,584111.82,Versatile electric skillet for stir-frying and searing.
274,3570928990227833,Kienan Jouannot,3/9/2025,263009.26,Handy belt for carrying garden tools while working.
275,3550687976688400,Jakob Goeff,10/25/2024,194158.07,Spicy sauce perfect for chicken wings and dipping.
276,201424564946233,Ileane Rawdales,11/16/2024,803972.62,Lightweight and durable tent for camping trips.
277,3555345178069805,Cleve Rayne,1/23/2025,245793.18,Eco-friendly string lights for outdoor decor.
278,3553641345012484,Eugenio Sandercock,3/5/2025,11965.35,Wi-Fi enabled plug for controlling devices from your smartphone.
279,3551930425996605,Fraze Cattroll,9/5/2024,997283.84,"Pre-seasoned beef mix for delicious tacos, just heat and serve."
280,3554278027644877,Sansone Folshom,6/15/2024,357462.25,"Chic suede ankle booties, perfect for dressing up or down."
281,30278321785731,Karole Walkey,7/20/2024,582250.49,"Layers of pasta, veggies, and cheese baked to perfection."
282,346718803315811,Isak Dreng,11/1/2024,576807.23,Durable backpack with ample storage for outdoor adventures.
283,5100138278738238,Bran Bramstom,10/3/2024,563110.03,Monthly subscription for freshly roasted coffee delivered to your door.
284,201757244500106,Joanna Oneil,2/21/2025,345384.76,"Delicate ravioli filled with roasted butternut squash and spices, perfect with a sage butter sauce."
285,56022586330516927,Andie Rivelon,8/7/2024,697549.61,Beginner telescope for stargazing and exploring.
286,6706672154680342,Dame Mabbutt,5/31/2024,481572.72,Padded laptop sleeve for protection against scratches.
287,6334027449135547,Janos Harkess,5/15/2024,109723.54,Nutritious and quick-cooking red lentils.
288,3542307617035249,Concordia Jochens,7/26/2024,708664.65,HD streaming device for accessing popular services.
289,3571908169287387,Silvio Gladyer,2/3/2025,237364.44,Compact coffee grinder for fresh ground coffee beans.
290,5100133660407674,Ingaborg Dobrowolny,9/27/2024,347086.21,Universal mount for smartphones on motorcycles.
291,3547276971785654,Zabrina McMillian,2/19/2025,316197.56,Waterproof cover to protect car seats from pet hair and dirt.
292,372301011911130,Goraud Breissan,1/21/2025,499342.14,"Hearty stew made with lentils and mixed vegetables, vegan-friendly."
293,3559026477395010,Josephina O'Lennachain,7/17/2024,16363.78,"Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette."
294,5602215420519681653,Gallard Fery,10/10/2024,52837.5,"Reusable wraps for food storage, replacing plastic wraps."
295,201673301820321,Roselle Curwood,3/1/2025,661085.19,Instant-read thermometer for accurate cooking temperatures.
296,3570202180747129,Everard Brombell,9/9/2024,550503.47,Sweet and tangy balsamic reduction for drizzling.
297,5176911801714523,Jenn Sleany,11/16/2024,63329.68,"Raw brown sugar, perfect for baking or sweetening drinks."
298,3532040795566717,Eberhard Thumann,12/16/2024,94113.51,Refreshing sorbet with a zesty lemon flavor.
299,3576546476579982,Granville Wise,4/5/2025,171438.12,Compact hair dryer with multiple heat settings.
300,5010122139192727,Claude Brockherst,6/18/2024,149642.49,"A healthy oil extracted from avocados, ideal for frying and salads."
301,6381952801173442,Bard Grigoire,6/28/2024,735748.18,Fun kit for aspiring explorers with binoculars and a compass.
302,4507012443685,Gaven Sherreard,5/6/2025,388820.96,A flowy maxi dress perfect for both casual and semi-formal occasions.
303,633371242650674150,Preston Lansdown,12/24/2024,253767.93,Comfortable pet bed for small to medium-sized dogs.
304,3554570454914561,Gannie Jantel,5/22/2024,326546.03,Stylish cap to complete your athletic look.
305,3562120431146091,Viva Fishleigh,4/6/2025,643814.44,Single-serve coffee maker with a built-in grinder.
306,5602213425086196,Paten Eagling,7/30/2024,745832.78,"Rich and smooth cold brew coffee concentrate, just add water or milk."
307,6331101879560859223,Cordula Farlow,11/18/2024,813888.93,Fun book filled with puzzles and games for kids.
308,3560224071482121,Fianna Toopin,4/27/2025,642908.25,"Blend of cheddar and mozzarella cheese, great for recipes."
309,6767554919163572,Ninetta Grint,4/30/2025,502911.95,Brews coffee with a smooth flavor without bitterness.
310,30116094966692,Halsy Piccard,10/30/2024,686749.04,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor."
311,3550214572111131,Jacinda Iddiens,10/27/2024,751078.74,Durable and adjustable jump box for effective workouts.
312,3530967174963028,Ken Hultberg,4/29/2025,181131.1,Make delicious waffles with this user-friendly device.
313,58938768843938793,Fanny Hurren,12/16/2024,928511.31,Popcorn tossed with sweet or savory flavors for a tasty snack.
314,3567046611744519,Mathian Ludy,1/9/2025,44734.38,Compact vacuum designed specifically for cleaning vehicles.
315,3539039240211773,Olav Nissle,7/21/2024,982522.34,"Chilled noodles dressed in sesame sauce, ready to eat."
316,6392629553329466,Erina Rodbourne,5/26/2024,276028.3,"A stylish midi dress with stylish pleats, suitable for any occasion."
317,5602243441040662968,Filmer Crocombe,5/18/2024,939982.06,Complete kit for starting your own organic garden.
318,4913479242674509,Chance Howselee,4/17/2025,555276.56,Assorted collection of herbal teas for relaxation and wellness.
319,3572362180719532,Quintus Walford,6/26/2024,835818.18,Foldable reclining camping chair with cup holder.
320,3561868207261566,Anton Sammars,8/27/2024,16810.36,Trendy high-top canvas sneakers for a stylish streetwear look.
321,30163254657109,Briant Kingstne,7/24/2024,988286.45,Unsweetened frozen acai purée for smoothies and bowls.
322,56022141588471035,Mycah Beardsworth,6/26/2024,845534.26,Crunchy pretzel nuggets filled with creamy peanut butter.
323,56022222050467980,Ami Tolworthie,10/15/2024,466436.71,Portable folding table for outdoor events.
324,3565961741794535,Joelie Cords,12/2/2024,806632.96,Portable induction cooktop for quick heating.
325,3570795890376535,Diandra Levene,10/26/2024,547114.27,"Flavorful chicken sausage, low in fat and fully cooked."
326,3554082099535074,Carry Lippard,10/22/2024,30623.19,Foldable kneeler that doubles as a seat for gardening convenience.
327,3565878954321212,Sunny Blackleech,6/20/2024,616536.9,Chewy snack bars with coconut and almonds coated in chocolate.
328,5602245994261859,Price Mattiuzzi,10/16/2024,528516.6,"Rich in selenium, perfect for snacking or baking."
329,3572146940306445,Austen Smallthwaite,4/19/2025,622505.15,Everyday flats that combine comfort and style.
330,5346879795460699,Lolita Ygou,2/21/2025,827637.34,Fun tourist magnets from around the world for your fridge.
331,30473086612978,Nicoline Streeter,2/1/2025,618369.74,Variety of bands suitable for all fitness levels.
332,3556771579508845,Aldridge Diano,4/13/2025,926996.12,Planter with self-watering feature for easy plant care.
333,4844135592359950,Joelle Spellward,6/7/2024,802326.07,Automatic waterer that filters and provides fresh drinking water for pets.
334,3552782628316720,Lacee Orrah,9/2/2024,582698.95,Flavored aioli made with roasted garlic
335,3587566143929896,Hilda Goodwyn,7/24/2024,680311.03,Delicious muffins filled with apples and a hint of cinnamon for breakfast.
336,6706362316477251811,Bennie Abadam,5/30/2024,659790.54,Lightweight and slim monitor ideal for dual-screen setups.
337,3579759192329429,Lisa Alanbrooke,3/6/2025,690293.34,Complete set for garden care with a handy carrying bag.
338,5602232820604778802,Morena Thurstan,12/15/2024,771343.73,Comfortable and rugged boots designed for hiking.
339,4017955212535221,Sher Hawkin,2/11/2025,499706.5,Compact action camera for capturing adventures.
340,6304328288678126,Darla Way,2/25/2025,415202.16,Complete cleaning kit for camera lenses.
341,3569930485998012,Roberto Maccaddie,8/8/2024,492644.54,Set of three aromatic candles with various scents.
342,3581739894387616,Corliss Leneham,10/31/2024,949406.14,Bottle with infuser for brewing loose-leaf tea on the go.
343,3555855434181954,Rois Pheby,1/2/2025,350033.01,A fragrant blend of Italian herbs for pasta sauces and marinades.
344,5018576826671412,Imelda Beville,8/4/2024,269555.88,Add a smoky flavor to your dishes.
345,3573874153027171,Tremain Dornin,4/1/2025,749595.42,Water bottle with built-in UV-C light for self-cleaning.
346,5002353400888608,Lauretta McMichan,6/17/2024,121366.68,Deliciously rich brownies made with almond flour.
347,50181370920922070,Berkly Marquess,1/2/2025,652438.22,32GB USB flash drive with fast data transfer speeds.
348,3589777087452146,Gregoor Waugh,7/16/2024,130221.72,Spreadable cream cheese blended with garlic and herbs.
349,5450183844077543,Tobie Knivett,1/9/2025,558010.33,"Floral and refreshing herbal tea, great hot or iced."
350,30243738628916,Mehetabel Pougher,12/28/2024,947670.29,Breathable polo shirt designed for both style and comfort on the greens.
351,201961509309639,Arlan Chetwind,3/10/2025,801238.75,"Smooth soup made from carrots and ginger, great for cold days."
352,6762356570488959389,Garrek Bidmead,3/10/2025,570575.34,Collapsible dish rack for kitchen countertop use.
353,30281611918962,Angelle Durston,12/12/2024,278301.08,Essential tools for on-the-go bike maintenance.
354,3540967889755121,Ulrika McQuin,6/28/2024,825618.37,Large stir fry pan with non-stick surface.
355,3551528865593237,Emanuele Caress,10/21/2024,970637.85,Durable training soccer ball for practice.
356,5100139021879592,Clark Jandac,9/18/2024,402341.95,Frozen cauliflower rice blended with mixed vegetables and seasonings.
357,4911308644157759,Ajay Fern,11/9/2024,762726.92,Classic fit blue jeans with a slight stretch for comfort and durability.
358,3542034575495609,Lion Elders,6/10/2024,852288.61,"Cold-pressed coconut oil, perfect for cooking, baking, or skin care."
359,3575741912654256,Max Ridler,11/26/2024,273381.22,"A nutritious salad with kale, quinoa, and a zesty lemon dressing."
360,3556654354097715,Vincents Cuskery,9/25/2024,268185.95,Professional sharpening system for kitchen knives.
361,30594433197288,Felizio Loffel,3/21/2025,605228.37,"Sweet and spiced apple filling, perfect for pies."
362,4175006510601725,Norbie Bausmann,12/14/2024,402433.69,"Sweet blackberry compote, perfect for topping desserts."
363,5602220247694149,Shelagh Queree,2/18/2025,137537.57,Delicious mini donuts dusted with cinnamon sugar.
364,3582385727322294,Madelin Farrears,11/22/2024,402277.08,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts."
365,67063036923725987,Katha O'Loughnan,3/18/2025,666832.14,A flavorful blend of rice with tropical pineapple and coconut flavors.
366,4026085896231753,Drucie Oylett,4/19/2025,879564.84,Stream HD video wirelessly to your TV.
367,3531195951379932,Lawrence Smythin,10/14/2024,274338.54,Complete set of gardening tools for all your needs.
368,5602236600166499211,Sly Pilmoor,12/21/2024,304604.01,Chewy snack bars with coconut and almonds coated in chocolate.
369,5426524646777403,Willyt O'Hern,2/1/2025,530325.5,Fun instruments to introduce kids to music.
370,5610796656752353,Chevalier Egdal,3/7/2025,617253.01,True wireless earbuds with touch control.
371,6304346732224579178,Levey Hanway,6/9/2024,836123.46,"Light and fluffy cream cheese, perfect for bagels or cooking."
372,493626612920645457,Leanora Northbridge,10/5/2024,35904.07,Lightweight fishing rod suitable for beginners.
373,374283406055673,Ranice Chominski,8/29/2024,77343.72,Strong magnetic holder for smartphones in cars.
374,3587042348107688,Salome Looks,3/17/2025,399898.55,Compact organizer for cosmetics during travel.
375,5602243157918498,Benjy Comusso,2/12/2025,239832.56,Activity workbook for early learning and fun.
376,5602210262116037,Inger Venners,11/7/2024,524819.73,Trendy high-top canvas sneakers for a stylish streetwear look.
377,3578799427184802,Kerstin Halgarth,10/5/2024,115433.86,Efficient juicer for fresh fruit and vegetable juices.
378,4917187213762999,Brendin Riddler,11/22/2024,364568.05,Soft cookies made with almond butter
379,3531154577806414,Guglielma Daud,10/7/2024,35182.08,Crispy and crunchy snack made from assorted vegetables.
380,5602218826241907140,Fitzgerald Beeken,1/12/2025,196417.8,Comfortable slim fit chinos for a polished look.
381,370840956240791,Meredith Cushworth,1/12/2025,161522.75,"Baked kale chips seasoned for a healthy, crunchy snack."
382,5893736889109223891,Tait Twede,7/6/2024,759533.51,A wholesome granola with bits of apple and a touch of cinnamon.
383,3572325296931663,Helenka Leggott,8/12/2024,661088.57,Stream HD video wirelessly from devices to TV.
384,633457785381103490,Yvette Cruess,4/20/2025,25664.96,Keep bugs out while allowing fresh air in during summer.
385,493668404738995905,Ruthi McGilleghole,4/16/2025,911201.6,Soft throw blanket for cozy home decor.
386,3545746060322470,Esta Colston,4/24/2025,860058.05,"Pizza topped with barbecue chicken, cheese, and red onions."
387,374283684758865,Kerrie Jellard,7/31/2024,919383.55,"Frozen pizza rolls filled with vegetables and cheese, perfect for snacks."
388,3553039982297346,Gian Brosoli,11/12/2024,398201.86,"Chilled noodles dressed in sesame sauce, ready to eat."
389,3554472861313596,Peggy Dufour,11/25/2024,867622.34,Large inflatable pool for summer fun in your backyard.
390,3532157274825321,Bridie Skoggins,11/16/2024,591293.79,"Flavorful rice mixed with coconut and lime, a tropical side dish."
391,3560294824487644,Aigneis Moulster,12/3/2024,758398.6,Spice blend for creating flavorful vegan taco filling.
392,5408758504016395,Karine Swanwick,6/28/2024,799399.54,"A simple, no-bake cheesecake mix to create your own delicious cheesecake."
393,4041377881085059,Hinda Gaskill,12/11/2024,974499.63,"Crispy sweet potato bites, delicious as a side or snack."
394,3550398399989819,Jamima Kick,7/3/2024,918381.65,Water bottle that tracks your hydration levels.
395,3576579902942342,Tod Ladson,12/18/2024,883872.35,"Light and crispy baked chips, a healthier snack option."
396,4017952819386843,Jeanna Beckson,9/17/2024,482703.91,Spicy chili powder to add heat to dishes.
397,3583232616814156,Paulette Wanklin,8/17/2024,373328.99,Floating bookshelf to display your favorite books.
398,3589624350519567,Mei Rillstone,12/31/2024,669047.86,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack."
399,3548445455672063,Garner Glencrash,1/2/2025,213039.16,Filters allergens and pollutants from the air for a healthier home.
400,3562658024453432,Barron Rapp,5/26/2024,174268.1,Rich and creamy milk perfect for baking or desserts.
401,374283634967533,Briana Dybell,4/6/2025,215856.39,Stylish smartwatch with fitness tracking and notifications.
402,5602253740060500,Germain Kurt,8/26/2024,341648.71,An elegant jumpsuit that can be dressed up or down.
403,3584606720113697,Allister Hanniger,10/10/2024,381447.33,A healthy vegan cheese alternative packed with nutrients and flavor.
404,3528320084505550,Allyce Marthen,1/14/2025,281992.66,Perfectly balanced sweet and tangy BBQ sauce for dipping or grilling.
405,4212308732802007,Brandyn Chauvey,10/18/2024,930349.34,Low-carb vegetable for pasta alternatives.
406,5048374326311513,Noell Cosyns,8/14/2024,440651.62,Convert your desk to a standing desk easily.
407,3559102059702178,Deana Auchinleck,10/19/2024,908796.21,Comfortable carrier for small pets during travel.
408,36835551235697,Whitby Itzkovitch,5/17/2024,762313.87,"A blend of nuts, seeds, and spices for a healthy snack."
409,56022506729862336,Martyn Doudny,12/18/2024,46895.35,Savory wraps with buffalo chicken and fresh vegetables.
410,5149406965032444,Carlye Stringer,11/29/2024,735283.3,Silicone oven mitts for safe handling of hot cookware.
411,3584827767651098,Adrian Macy,7/17/2024,683492.04,Crispy breadsticks seasoned with herbs and garlic.
412,502099594889143961,Simone Rymell,7/16/2024,37273.85,Delicious maple-flavored oatmeal for a quick breakfast.
413,503886802011782928,Lesya Belhomme,1/11/2025,55328.86,Cozy throw blanket perfect for adding warmth to your home.
414,3563992999390090,Rosamond Landrieu,3/6/2025,206275.69,"Roasted pistachios, a healthy and tasty snack."
415,3566402534392350,Josey Forte,7/31/2024,257873.53,Cordless electric knife for effortless slicing.
416,3540313433650353,Isaak Hurle,9/15/2024,245987.71,"A hearty salad with grains, dried fruits, and nuts."
417,3575941034741284,Hadria Biaggioli,8/23/2024,346481.09,Easy-to-read digital kitchen timer with alarms.
418,5602226604743429,Abramo Britten,8/7/2024,744048.24,Spicy ginger cookies that are crunchy and delicious.
419,3553362244881743,Hobie Extence,6/26/2024,864966.28,Frozen mango chunks for smoothies or snacking.
420,5602230166699185,Brittany McCarney,7/4/2024,769641.83,Folding massage table for professional or home use.
421,3571288073252805,Korey Oldfield-Cherry,6/17/2024,189021.93,"Creamy mashed sweet potatoes, ready to heat and serve."
422,3545705788486165,Mitchael Stennes,7/5/2024,109572.61,Perfectly designed pan for making crepes and pancakes.
423,3585932537510522,Ingrid Dower,7/28/2024,397406.93,"A delightful mix of chocolate, coconut, and almonds in a snack bar."
424,3588196004655007,Iolande Bertouloume,1/22/2025,887556.18,Tangy whole grain mustard for sandwiches and dressings.
425,6396318478125201,Moira Dowry,12/16/2024,170346.24,Hearty tomato soup made from organic ingredients.
426,4917792563264510,Ricki Oddy,6/23/2024,297881.68,Essential tools for on-the-go bike maintenance.
427,3575472936838341,Ferdinande Larimer,8/30/2024,225744.01,Unsweetened coconut flakes for baking and topping.
428,5602241673557675,Suellen Grima,1/21/2025,293162.78,Tool to check car engine codes and performance issues.
429,3569206654730753,Mendel Body,4/23/2025,521712.43,"A nutritious quinoa salad with veggies and dressing, ready-to-eat."
430,3532485784355152,Pepi Robbie,10/15/2024,855265.22,Crispy spring rolls filled with vegetables
431,3585671735647120,Randal Devenny,3/9/2025,21638.51,"Soft and delicious garlic-infused flatbread, perfect for dipping."
432,670975354615344464,Peggy De Gregorio,1/21/2025,328794.86,"Creamy risotto made with mushrooms and herbs, perfect as a side dish or main course."
433,6391469277998465,Dacie Rubery,4/19/2025,860749.7,Creamy pistachio-flavored ice cream with real nuts.
434,3530858305563953,Kendra Bensusan,12/25/2024,525852.76,Durable backpack for hiking or travel.
435,3584854605335510,Gaylord Eckersall,4/27/2025,338976.46,Fun decorations for Halloween to set a spooky atmosphere.
436,56022100049185915,Lukas Sherringham,2/13/2025,507745.78,DIY kit to make your own lip balms in various flavors.
437,3575275785902823,Carena Keel,6/17/2024,813220.53,Comfortable and breathable backpack for carrying small pets.
438,201975372380774,Victoir Yanyushkin,8/14/2024,178478.62,Compact hair straightener for travel.
439,3546926756927043,Sophi O'Hickee,6/11/2024,200210.15,Unsweetened cacao powder for baking and smoothies.
440,36353712330704,Kerwin Dummigan,3/11/2025,395756.18,Set of two yoga blocks for increased stability and support.
441,5238749894714349,Mollee Danels,2/12/2025,367955.41,"Bartender kit with shaker, jigger, and strainer."
442,30015170794749,Roxy Pavek,3/9/2025,555061.48,Creamy tahini made from ground sesame seeds.
443,3541095774762306,Stephi Necrews,5/11/2025,452781.38,Rechargeable LED camping lantern for outdoor use.
444,0604184531000448,Gerik Steere,6/19/2024,664099.68,Seal food and maintain freshness longer.
445,3575747379218881,Cart Ricker,5/6/2025,263914.95,"Creamy and rich vanilla ice cream, a classic dessert."
446,5108755396605288,Perkin Rijkeseis,6/21/2024,25624.57,Soft bagels flavored with cinnamon and raisins.
447,3529238498762261,Gottfried Pifford,3/24/2025,957284.34,High-quality sketchbook for artists.
448,4405969762336914,Bendite Bruhnsen,9/10/2024,933575.54,Delicious clusters of peanuts and chocolate for a sweet treat.
449,3540040463210663,Pietra Gopsell,9/10/2024,410170.33,Savory wraps with buffalo chicken and fresh vegetables.
450,3571923629395100,Dennie Giraudy,10/11/2024,644099.87,"Fresh artisan bread, perfect for sandwiches"
451,3585493918168026,Rosalinda Severs,1/23/2025,452418.64,Programmable digital thermostat for home heating.
452,3571888005835757,Carolin Zelland,6/23/2024,350447.27,"Pure and natural honey, great for sweetening."
453,3579263306109413,Riccardo Kilbee,3/4/2025,40790.44,"Shredded potatoes, perfect for breakfasts."
454,6706635350813893581,Floris Milhench,5/18/2024,872962.22,"A delicious savory quinoa pudding, great as a side dish."
455,3559772056853669,Bobbi Creese,8/14/2024,811898.48,"Deliciously crunchy sweet potato chips, seasoned to perfection."
456,3535619762349079,Nealon Kittles,2/22/2025,92954.43,Easy-to-use portable grill for barbecues.
457,3580224003441985,Hanni Monk,3/14/2025,818664.26,"Crunchy pretzels coated in rich chocolate, a sweet treat."
458,201477944192381,Augustin McCarron,6/15/2024,824326.41,Portable fire pit for backyard gatherings.
459,342552649009799,Rosemonde Blodgetts,2/28/2025,674788.4,"Tender sweet corn kernels, ready to eat or add to dishes."
460,30046861542675,Benjamen Ollive,6/13/2024,831094.24,A flavorful barbecue sauce with a sweet and spicy kick.
461,30355349497489,Pierce Poter,3/9/2025,340500.78,High-capacity power bank for charging devices on the go.
462,5893490011023860,Adan Nevitt,1/10/2025,730853.2,Frozen chicken wings with garlic parmesan sauce.
463,6388233491964330,Robin Francis,11/2/2024,298542.27,"Fresh thyme, perfect for seasoning dishes."
464,3579745625901561,Kippy Conley,10/13/2024,767843.95,Creamy Greek yogurt infused with raspberry and vanilla flavors.
465,6761120005392381179,Evyn Mehew,11/28/2024,66011.64,Rich chocolate syrup for ice cream or beverages.
466,3531843262669406,Ario Batting,4/30/2025,196461.21,Tender beef chunks for slow-cooked stews.
467,3550167316928352,Roi Cadore,4/20/2025,432527.69,Delicious cookies with rich chocolate flavor and a hint of mint.
468,4405827809664294,Alden Tipler,4/22/2025,686576.02,Mixed fresh vegetables for stir-frying or roasting.
469,6388444712362283,Bren Giacobo,1/7/2025,955154.66,Fresh greens and veggies for a quick Asian-inspired salad.
470,3559753113201746,Denyse Jellicorse,12/23/2024,52849.93,"Canned pumpkin puree, perfect for pies and soups."
471,3536015828790134,Isabella Forrestill,9/17/2024,908890.4,Canned beans cooked in a savory chili sauce
472,3579736584737187,Obadias Dofty,4/4/2025,855258.78,Sweet and savory sauce for marinating and glazing meats or vegetables.
473,6771873015300043,Laura Fitzsimons,5/18/2024,928517.91,Quick boiling kettle for small kitchens and dorms.
474,3579255489656863,Berna Sarfati,5/22/2024,127762.49,"Tangy sour cream, perfect for dips and toppings."
475,201502616434751,Sybilla Earles,9/3/2024,682140.39,"Golden brown potato tots, crispy on the outside and fluffy inside."
476,3580512850013471,Almira Brithman,10/12/2024,692310.52,"Creamy ice cream with a warm cinnamon flavor, perfect for dessert."
477,4329820499068,Eileen Booy,11/30/2024,704976.45,Tender beef chunks for slow-cooked stews.
478,6761841169792075373,Norton Bowich,11/25/2024,180569.06,"A blend of dried fruits and nuts, great for snacking."
479,3542787592008438,Braden Magenny,1/1/2025,715495.28,Charming frame to showcase your favorite photos.
480,3550040114593761,Junette Dahler,6/25/2024,69954.99,Sweet mixture of cinnamon and sugar for sprinkling.
481,5602233149283549,Florina Carruthers,9/17/2024,135786.48,Set of soothing scented candles for relaxation and ambiance.
482,5602219411272609,Merle Mallam,7/12/2024,981539.78,Colorful bins to keep your space organized.
483,337941133497874,Laurent Martin,3/13/2025,988366.16,Crunchy pretzel nuggets filled with creamy peanut butter.
484,5002357493147376,Saunderson Houndson,7/30/2024,257920.24,"Creamy yogurt made with coconut and cashews, dairy-free."
485,4903458981290349,Joella Kernock,4/26/2025,375582.35,Self-cleaning grooming brush for cats and dogs.
486,5007669624899229,Berenice Brimble,10/17/2024,988084.66,Delicious cookies flavored with pumpkin and spices.
487,4041595049700885,Stirling Foy,1/25/2025,31838.33,"Chic suede ankle booties, perfect for dressing up or down."
488,3543247923157007,Hilda Londors,4/1/2025,742286.52,Inflatable air mattress for convenient sleeping.
489,30063297613269,Janeva Barbrick,4/25/2025,949680.91,Unsweetened frozen acai purée for smoothies and bowls.
490,560225319941024156,Glenine Trump,6/28/2024,839446.19,Versatile multi-cooker for pressure cooking and slow cooking.
491,3559620085301954,Adriano Nannetti,5/13/2024,580606.04,Soft and cozy bathrobe perfect for relaxing at home.
492,5048371397317502,Corene Di Ruggiero,12/24/2024,53241.06,"A spicy glaze made with sriracha and honey, perfect for meats."
493,5038335806828456740,Fiann Surridge,9/11/2024,857611.91,Boosts your Wi-Fi coverage for better connectivity.
494,3547660616637976,Rosella Swine,10/4/2024,908912.31,BPA-free sports bottle with flip-top lid.
495,5100138983966876,Clementius Kingstne,8/20/2024,735636.12,"Fresh and organic sweet potatoes, ideal for roasting."
496,3589006486415110,Larry Oxby,1/22/2025,744801.25,Durable tarp for outdoor camping and protection.
497,6304335333758680681,Kameko Domengue,9/20/2024,544120.29,"A blend of nuts, seeds, and dried fruits for snacking."
498,3584308404245685,Desiri Birth,12/30/2024,605933.82,"Tangy sour cream, perfect for dips and toppings."
499,5610636059859190471,Debra Grubbe,7/6/2024,452764.77,"Rich coconut milk, great for cooking and baking."
500,372301259722389,Cortney Paumier,11/24/2024,585379.08,Compact hand mixer for easy baking.
501,5275674344539431,Benn L'Episcopio,12/2/2024,459727.43,"Creamy yogurt made from coconut milk, dairy-free and delicious."
502,3570420924573953,Domingo Widdison,4/19/2025,954334.06,Set for making fondue at home.
503,5602238556222492,Morrie Carlisi,11/19/2024,128458.5,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast."
504,3557270602175994,Toinette Emby,4/1/2025,206833.94,Maintain freshness and dispense cereal easily.
505,3537728035697566,Roanna Dennehy,6/3/2024,992058.64,Energy-efficient window air conditioner for cooling.
506,3584639593292801,Carin Ripsher,12/24/2024,897233.61,Water bottle designed to infuse flavors from fruits.
507,201808412160577,Patricia MacVagh,2/6/2025,156274.27,Set of elegant wine glasses for special occasions.
508,3556268326881526,Berny Stebbin,7/14/2024,721132.79,"Creamy and smooth peanut butter, perfect for sandwiches."
509,3562644324755551,Olivie Odd,11/11/2024,418243.83,A delicious pizza loaded with vegetables
510,3551088614143693,Ibbie Ransbury,11/5/2024,925668.34,Fun inflatable cooler to keep drinks cold at parties.
511,4903258310380117039,Etta Woodwind,2/21/2025,632775.71,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks."
512,6377716766809308,Nikolaus Kensington,11/15/2024,675750.41,Spicy cornbread infused with jalapeños for a kick of flavor at your next meal.
513,5018209969379235,Rosa Cheatle,2/1/2025,132609.0,Complete cleaning kit for camera lenses.
514,560223072516660068,Lazare Grassick,5/18/2024,916656.29,Whole wheat wraps filled with spinach and feta cheese.
515,3572264776191409,Alon Regnard,8/8/2024,580205.52,Spicy and flavorful curry paste for authentic Thai dishes.
516,3528437532110450,Augustine Dohmann,4/12/2025,237277.53,Stylish dish soap dispenser with sponge holder.
517,3552208239312676,Maure Woodrow,1/9/2025,902431.45,"Track steps, heart rate, and sleep patterns."
518,201743436744918,Jessee Hesser,4/17/2025,360100.05,"Gluten-free flour made from ground chickpeas, great for cooking."
519,36862474303600,Evangelina Sidden,8/6/2024,623034.67,Powerful grinder for making sausage and burgers at home.
520,201557476855636,Wells Yakovlev,11/21/2024,318513.52,"Chewy cookies made with coconut, perfect for sweet cravings."
521,3581911975694844,Nevile Rushbrook,12/4/2024,762889.02,Easy-to-make pancake mix with chocolate chips included.
522,3569900459802474,Yasmeen Craxford,4/8/2025,516681.16,Healthy energy bites made with oats and natural sweeteners.
523,30332398866625,Tatiania Antonsson,1/28/2025,558428.8,"A mix of grilled vegetables, ready to heat for quick side dishes."
524,3530146065275145,Holmes Norquoy,5/15/2024,527891.55,Creamy almond butter made from roasted almonds.
525,560222499922704431,Garry Fleming,7/20/2024,620943.5,Compact electric pot for hot pot dining at home.
526,5602247588526002,Shana Whetnell,2/7/2025,533899.27,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear."
527,56022464056756079,Kameko Grieveson,12/18/2024,595232.06,Challenging puzzle game set for family entertainment.
528,5100137500866650,Nickolas Izatson,8/15/2024,500194.11,"Hearty beef stew with vegetables, ready to heat and serve."
529,3560835791988541,Dante Emslie,7/19/2024,465550.39,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts."
530,3558315939503159,Ingamar Danahar,12/15/2024,667911.47,Eco-friendly coffee filter for brewing.
531,3533576297623679,Nanete Drinkale,8/17/2024,985212.65,Indoor Wi-Fi camera for home security.
